0.000000,-0.000000,0.000000,-0.000000,1.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-1.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
-0.000000,0.000000,-0.000000,0.000000,1.000000,1.000000,-0.000000,0.000000,-0.000000,0.000000,-1.000000,-1.000000,-0.000000,0.000000,-0.000000,0.000000
0.000000,-0.000000,0.000000,-0.000000,1.000000,1.000000,1.000000,-0.000000,0.000000,-0.000000,-1.000000,-1.000000,-1.000000,-0.000000,0.000000,-0.000000
-0.000000,0.000000,-0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,-0.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.000000,0.000000
0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,1.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,1.000000,-0.000000,0.000000,-0.000000,0.000000
0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,1.000000,-0.000000,0.000000,-0.000000
-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,1.000000,-0.000000,0.000000
0.000000,-0.000000,0.000000,-0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,-0.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,-0.000000
-0.000000,0.000000,-0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,-0.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-0.000000,0.000000
1.000000,1.000000,1.000000,1.000000,0.000235,0.000235,0.000235,0.000235,0.000222,0.000013,-0.000235,-0.000235,-0.000235,-0.000235,-0.000222,-0.000013
-0.000000,1.000000,1.000000,1.000000,0.000235,0.000235,0.000235,0.000235,0.000222,0.000013,-0.000235,-0.000235,-0.000235,-0.000235,-0.000222,-0.000013
0.000000,-0.000000,1.000000,1.000000,0.000235,0.000235,0.000235,0.000235,0.000222,0.000013,-0.000235,-0.000235,-0.000235,-0.000235,-0.000222,-0.000013
-0.000000,0.000000,-0.000000,1.000000,0.000235,0.000235,0.000235,0.000235,0.000222,0.000013,-0.000235,-0.000235,-0.000235,-0.000235,-0.000222,-0.000013
0.000000,-0.000000,0.000000,-0.000000,0.000222,0.000222,0.000222,0.000222,0.000222,-0.000000,-0.000222,-0.000222,-0.000222,-0.000222,-0.000222,-0.000000
-0.000000,0.000000,-0.000000,0.000000,0.000013,0.000013,0.000013,0.000013,-0.000000,0.000013,-0.000013,-0.000013,-0.000013,-0.000013,-0.000000,-0.000013
