-5.900000000000000296e-04,-5.900000000000000296e-04,-7.100000000000000462e-05,-7.100000000000000462e-05,-5.900000000000000296e-04,-0.000000000000000000e+00,-0.000000000000000000e+00,7.862399999999999944e-02,-7.862399999999999944e-02,-7.862399999999999944e-02,-7.862399999999999944e-02,9.213759999999999728e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-7.862399999999999944e-02,7.862399999999999944e-02,7.862399999999999944e-02,7.862399999999999944e-02,-9.213759999999999728e-01,5.900000000000000296e-04,5.900000000000000296e-04,5.900000000000000296e-04,-0.000000000000000000e+00
-5.900000000000000296e-04,-5.900000000000000296e-04,-7.100000000000000462e-05,-7.100000000000000462e-05,-5.900000000000000296e-04,-0.000000000000000000e+00,-0.000000000000000000e+00,-9.213759999999999728e-01,-7.862399999999999944e-02,-7.862399999999999944e-02,-7.862399999999999944e-02,9.213759999999999728e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,9.213759999999999728e-01,7.862399999999999944e-02,7.862399999999999944e-02,7.862399999999999944e-02,-9.213759999999999728e-01,5.900000000000000296e-04,5.900000000000000296e-04,5.900000000000000296e-04,-0.000000000000000000e+00
-7.100000000000000462e-05,-7.100000000000000462e-05,-8.000000000000000383e-04,-8.000000000000000383e-04,-7.100000000000000462e-05,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.105649999999999966e-01,1.105649999999999966e-01,-8.894349999999999756e-01,-8.894349999999999756e-01,1.105649999999999966e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.105649999999999966e-01,-1.105649999999999966e-01,8.894349999999999756e-01,8.894349999999999756e-01,-1.105649999999999966e-01,7.100000000000000462e-05,7.100000000000000462e-05,7.100000000000000462e-05,-0.000000000000000000e+00
-7.100000000000000462e-05,-7.100000000000000462e-05,-8.000000000000000383e-04,-8.000000000000000383e-04,-7.100000000000000462e-05,-0.000000000000000000e+00,-0.000000000000000000e+00,-1.105649999999999966e-01,1.105649999999999966e-01,1.105649999999999966e-01,-8.894349999999999756e-01,1.105649999999999966e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.105649999999999966e-01,-1.105649999999999966e-01,-1.105649999999999966e-01,8.894349999999999756e-01,-1.105649999999999966e-01,7.100000000000000462e-05,7.100000000000000462e-05,7.100000000000000462e-05,-0.000000000000000000e+00
-5.900000000000000296e-04,-5.900000000000000296e-04,-7.100000000000000462e-05,-7.100000000000000462e-05,-5.900000000000000296e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.862399999999999944e-02,-7.862399999999999944e-02,-7.862399999999999944e-02,-7.862399999999999944e-02,9.213759999999999728e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.862399999999999944e-02,7.862399999999999944e-02,7.862399999999999944e-02,7.862399999999999944e-02,-9.213759999999999728e-01,5.900000000000000296e-04,5.900000000000000296e-04,5.900000000000000296e-04,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
-5.190000000000000386e-04,-5.190000000000000386e-04,7.299999999999999632e-04,7.299999999999999632e-04,-5.190000000000000386e-04,-0.000000000000000000e+00,-0.000000000000000000e+00,-8.108109999999999484e-01,8.108109999999999484e-01,8.108109999999999484e-01,8.108109999999999484e-01,8.108109999999999484e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,8.108109999999999484e-01,1.891889999999999961e-01,-8.108109999999999484e-01,-8.108109999999999484e-01,-8.108109999999999484e-01,5.190000000000000386e-04,5.190000000000000386e-04,5.190000000000000386e-04,-0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
